0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
0610a7,,,,,,,,,,,,,,,,,,,3772,5070,4310,3772,972,3612,3681,1724,2329,1726,4979,4310,3772,5070,3612,5534,,,𗦁,𘓊,𗋕,𗦁,𘜶,𗫂,𗪨,𘕘,𘂀,𘝚,𘘥,𗋕,𗦁,𘓊,𗫂,𗉔,,,ɣie2,zjɨɨr1,thja1,ɣie2,tha2,tja1,miej2,tsə1,sjij2,kjwɨɨr1,·jɨ2,thja1,ɣie2,zjɨɨr1,tja1,tśjiw1,,,害,小。,其,害,大,者，,[孟 子],,民,賊,謂。,其,害,小,者，,[周],,而其害小。其害大者，孟子以為民賊 ；其害小者，,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0610a8,,,,,,,,,,,,,,,,,,,4151,1738,1594,1726,4979,2214,4614,2765,4139,2539,1993,3612,5714,1086,3767,316,,,𗋳,𘂤,𗂧,𘝚,𘘥,𘌽,𗖵,𘐷,𗌭,𘎑,𗑞,𗫂,𗾖,𗸱,𗫩,𗟭,,,kwã1,kha1,lhjịj2,kjwɨɨr1,·jɨ2,thjɨ2,bju1,kaar1,ku1,źja2,khjiw1,tja1,goor1,no2,dźjɨɨr1,wo2,,,[官],間,邦,盜,謂。,此,由,觀,則；,[冉 求],,者，,孔　子,,捨,宜。,
周官以為邦盜而已。由此觀之，則冉求之見惡於孔子宜矣。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0803a1,,,,,,,,,,,,,,,,,,,1724,4101,3797,1674,1724,3593,4337,4360,2214,1738,1826,4491,3355,1420,3346,5070,,,𘕘,𘓖,𗩨,𗯗,𘕘,𗥡,𗕣,𘄏,𘌽,𘂤,𘕌,𗰔,𗣼,𗄻,𗦇,𘓊,,,tsə1,kow1,tsə̣1,lej2,tsə1,lu2,tshjạ1,dźju2,thjɨ2,kha1,twụ2,·jiw2,tśhja2,nwə1,lew2,zjɨɨr1,
,[子,貢],色,變，,[子,路],怒,遇。,此,於,特,「[由]！,德,知,當,鮮」,,子貢在陳則色作，子路則慍見。于此時言「由，知徳者鮮」，則慍見與色作矣。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0803a2,,,,,,,,,,,,,,,,,,,4979,3612,4337,4360,3797,1674,362,4475,2422,5714,1086,1724,4101,4689,1724,2114,,,𘘥,𗫂,𗕣,𘄏,𗩨,𗯗,𗸒,𗰛,𘃞,𗾖,𗸱 ,𘕘,𘓖,𗈝,𘕘,𘋩,
,·jɨ2,tja1,tshjạ1,dźju2,tsə̣1,lej2,su1,dzjịj1,ljɨ1,goor1,no2,tsə1,kow1,tsẹ̃1,tsə1,do2,,,謂,者，,怒,遇、,色,變,比,過,也。,孔　子,,[子,貢],[曾,子],於,,孔子于子貢、曾子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0803a3,,,,,,,,,,,,,,,,,,,6,1075,5343,1455,4979,1724,4101,3355,2530,1420,3612,3861,2260,197,2422,3818,
,𗄊,𘈩,𗳒,𗆔,𘘥,𘕘,𘓖,𗣼,𘖑,𗄻,𗫂,𗫦,𗮅,𘟂,𘃞,𗧓,,,zji2,lew1,ŋwu2,kạ2,·jɨ2,tsə1,kow1,tśhja2,mjɨ1,nwə1,tja1,ɣiew1,rejr2,ŋwu2,ljɨ1,ŋa2,,,皆,{一,以,貫},言。,[子 貢],,德,不,知,者，,學,多,COP,也。,「予,,皆言「以一貫之」（，所以語之也）。子貢不知徳，則多學而已，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0803a4,,,,,,,,,,,,,,,,,
,1075,5343,1455,4979,3612,5423,5283,2777,1175,197,4689,1724,4095,3612,173,2777,,,𘈩,𗳒,𗆔,𘘥,𗫂,𗳱,𗗙,𘎪,𗡶,𘟂,𗈝,𘕘,𘓓,𗫂,𗵘,𘎪,,,lew1,ŋwu2,kạ2,·jɨ2,tja1,thja2,·jij1,tshjiij1,śjij1,ŋwu2,tsẹ̃1,tsə1,wəə1,tja1,tśja1,tshjiij1,,,一,以,貫」,謂,者，,其,於,說,法,也。,[曾 子],,孝,者，,道,語,,曰「予一以貫之」者。曾子之學可以語道。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0803a5,,,,,,,,,,,,,,,,,,,2413,316,4633,4997,1075,5343,1455,4979,3612,5423,5283,8,1175,197,4689,1724,,,𘃡,𗟭,𗖸,𘘮,𘈩,𗳒,𗆔,𘘥,𗫂,𗳱,𗗙,𗀚,𗡶,𘟂,𗈝,𘕘,,,wji1,wo2,ŋwuu1,mjo2,lew1,ŋwu2,kạ2,·jɨ2,tja1,thja2,·jij1,śio1,śjij1,ŋwu2,tsẹ̃1,tsə1,,,為,宜。,曰：,「吾,一,以,貫」,謂,者，,其,於,誘,法,COP。,[曾 子],,,曰「吾道一以貫之」，所以誘之也。曾子,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0803a6,,,,,,,,,,,,,,,,,,,2214,2114,197,4979,5607,447,2530,3838,1724,4101,2214,2114,2062,3838,3415,2530,,,𘌽,𘋩,𘟂,𘘥,𗏴,𗟻,𘖑,𗩱,𘕘,𘓖,𘌽,𘋩,𗓁,𗩱,𗤄,𘖑,,,thjɨ2,do2,ŋwu2,·jɨ2,dźju1,phji1,mjɨ1,njwi2,tsə1,kow1,thjɨ2,do2,mji1,njwi2,·jɨr1,mjɨ1,,,此,於,COP,謂，,顯,令,不,能。,[子,貢],此,於,聞,能，,問,不,
唯而不辨，子貢聞而不問，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0803a7,,,,,,,,,,,,,,,,,,,3838,5009,5635,3301,4105,5283,455,2114,457,2530,3838,,,,,,,,𗩱,𘘦,𘔼,𗼃,𘓐,𗗙,𘓷,𘋩,𘓳,𘖑,𗩱,,,,,,,,njwi2,tśhjwo1,nioow1,śjɨj2,dzjwo2,·jij1,kwər1,do2,ŋowr2,mjɨ1,njwi2,,,,,,
,能。,故,因,聖,人,於,體,於,具,不,能。,,,,,,,于聖人之體不能具也。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0803a8,,,,,,,,,,,,,,,,,,1086,4633,2413,3510,5343,5298,3612,4310,1627,197,2422,2350,1933,2413,2422,4412,1574,,𗸱,𗖸,𘃡,𗤋,𗳒,𘇚,𗫂,𗋕,𗢆,𘟂,𘃞,𘍞,𘕣,𘃡,𘃞,𘝵,𗁣,
no2,ŋwuu1,wji1,mjij1,ŋwu2,mjii2,tja1,thja1,śjwɨ1,ŋwu2,ljɨ1,·iọ1,wa2,wji1,ljɨ1,·jij1,dzjɨ1,,子,曰：,「為,無,以,治,者，,其,[舜],是,也。,蓋,何,為,也,己,恭,,子曰：「無為而治者，其舜也與。夫何為哉？恭已,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0803b1,,,,,,,,,,,,,,,,,,5343,1876,4760,1146,2422,,,,,,,,,,,,,
𗳒,𗑛 ,𘅞,𗹑,𘃞,,,,,,,,,,,,,,ŋwu2,zjɨr1,njijr2,tśjɨj1,ljɨ1,,,,,,,,,,,,,,以,南,面,正,也」,,,,,,,,,,,,,,正南面而已矣。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0803b2,,,,,,,,,,,,,,,,,
,3433,5298,1552,5343,3866,1491,4191,3612,2413,3510,2530,3838,3866,4191,5343,3433,,,𗤀,𘇚,𗂷,𗳒,𗫔,𗅋,𗋂,𗫂,𘃡,𗤋,𘖑,𗩱,𗫔,𗋂,𗳒,𗤀,,,śjij1,mjii2,twẹ1,ŋwu2,·ji1,mji1,śjwo1,tja1,wji1,mjij1,mjɨ1,njwi2,·ji1,śjwo1,ŋwu2,śjij1,,,{世,治,繼,而,眾,不,用},者，,為,無,不,能。,眾,用,以,世,,繼治世而不用眾，不能無為；用眾而不繼治世，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0803b3,,,,,,,,,,,,,,,,,,,5298,1491,1552,1730,2413,3510,2530,3838,1627,5283,2413,3510,3612,3709,2940,5283,,,𘇚,𗅋,𗂷,𘂆,𘃡,𗤋,𘖑,𗩱,𗢆,𗗙,𘃡,𗤋,𗫂,𗨁 ,𘝗,𗗙,,,mjii2,mji1,twẹ1,tsjɨ1,wji1,mjij1,mjɨ1,njwi2,śjwɨ1,·jij1,wji1,mjij1,tja1,phju2,·jiw1,·jij1,,,治,不,繼,亦；,為,無,不,能。,[舜],於,為,無,者，,上,[堯],於,,亦不能無為。舜之無為，以其襲堯于其上，,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0803b4,,,,,,,,,,,,,,,,,,,1552,3591,3866,4191,5635,197,2422,5714,1086,4633,1627,3119,1553,5753,5635,460,,,𗂷,𗤢,𗫔,𗋂,𘔼,𘟂,𘃞,𗾖,𗸱,𗖸,𗢆,𗏁 ,𗂸,𗿷,𘔼,𘓺,,,twẹ1,bji2,·ji1,śjwo1,nioow1,ŋwu2,ljɨ1,goor1,no2,ŋwuu1,śjwɨ1,ŋwə1,bji2,dźjij2,nioow1,ŋwər1,,,續,下,眾,用,因,也,也。,孔　子,,曰：,[舜],五,臣,有,因，,天,
而用眾于其下故也。孔子曰：「舜有臣五人而天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0803b5,,,,,,,,,,,,,,,,,,,2821,5298,2144,1724,4633,2940,5283,2935,1552,2940,5283,173,2977,5635,2413,3510,,,𗯴,𘇚,𗭴,𘕘,𗖸,𘝗,𗗙,𘛃,𗂷,𘝗,𗗙,𗵘,𗭍,𘔼,𘃡,𗤋,,,khju1,mjii2,·jow1,tsə1,ŋwuu1,·jiw1,·jij1,lu2,twẹ1,·jiw1,·jij1,tśja1,dźjịj1,nioow1,wji1,mjij1,
,下,治。,[揚 子],,曰：,[堯],於,位,襲，,[堯],於,道,施,因，,為,無,,下治。」揚子曰：「襲堯之爵，行堯之道 。」無為,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0803b6,,,,,,,,,,,,,,,,,,,2422,2054,1553,5753,4979,2054,2940,1552,4979,2350,6,2413,4918,5635,2777,2422,,,𘃞,𗔉 ,𗂸,𗿷,𘘥,𗔉 ,𘝗,𗂷,𘘥,𘍞,𗄊,𘃡,𘟣 ,𘔼,𘎪,𘃞,
,ljɨ1,tśhioow1,bji2,dźjij2,·jɨ2,tśhioow1,·jiw1,twẹ1,·jɨ2,·iọ1,zji2,wji1,dju1,nioow1,tshjiij1,ljɨ1,,,也。,或,「臣,有」,言。,或,「[堯],續」,言。,蓋,皆,為,有,因,說,也。,,矣。或言「有臣」，或言「襲 堯」，蓋皆有為言之也。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0803b7,,,,,,,,,,,,,,,,,,,4310,1627,2413,3510,1175,2214,590,1771,457,1348,4139,4768,2778,3510,2422,1365,
,𗋕,𗢆,𘃡,𗤋,𗡶,𘌽,𗍫,𘋠,𘓳,𗅔,𗌭,𘄵,𘏚,𗤋,𘃞,𗅲,,,thja1,śjwɨ1,wji1,mjij1,śjij1,thjɨ2,njɨɨ1,mə2,ŋowr2,njaa2,ku1,·o2,tjị2,mjij1,ljɨ1,tjɨ̣j2,,,其,[舜],為,無,法，,此,二,種,備,非,則；,暇,處,無,也。,禮,,然則舜之所以無為，非夫二者之偹，則未之暇矣。《禮》,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0803b8,,,,,,,,,,,,,,,,,
,4633,2125,1876,4760,1026,3612,2896,3878,4614,2777,2422,2350,1273,173,3612,4696,,,𗖸,𘋨,𗑛,𘅞,𗷖,𗫂,𘊣,𗧘,𗖵,𘎪,𘃞,𘍞,𗹦,𗵘,𗫂,𗈇,,,ŋwuu1,dzjwɨ1,zjɨr1,njijr2,tshwew1,tja1,so2,wo2,bju1,tshjiij1,ljɨ1,·iọ1,mə1,tśja1,tja1,ljạ1,,,曰：,「帝,南,面,向,者，,陽,義,隨,說,也」,蓋,天,道,者，,北,,曰：「君子南鄉。 」天道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0804a1,,,,,,,,,,,,,,,,,,,5615,3667,5343,□,2020,4535,1876,5615,4810,5343,1136,2020,433,5009,□,□,,,𗏣,𗧊,𗳒,□,𗑠,𗈜,𗑛,𗏣,𗱅,𗳒,𘔮,𗑠,𘈧,𘘦,□,□,,,rjijr2,to2,ŋwu2,□,rjir2,ka2,zjɨr1,rjijr2,lhjị2,ŋwu2,war2,rjir2,deej1,tśhjwo1,□,□,,,方,升,以,□,與,除。,南,方,？,以,物,與,？。,故,□,□,,拱于北而與物辨，降于南而與物交。,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0804a2,,,,,,,,,,,,,,,,,,,1876,4760,1026,5343,460,2821,3605,3612,2214,3878,312,2422,3699,2930,1365,2960,,,𗑛,𘅞,𗷖,𗳒,𘓺,𗯴,𗨉,𗫂,𘌽,𗧘,𗟨,𘃞,𗪘,𘟙,𗅲,𘊴 ,,,zjɨr1,njijr2,tshwew1,ŋwu2,ŋwər1,khju1,nji2,tja1,thjɨ2,wo2,lhjwi1,ljɨ1,śji1,njij2,tjɨ̣j2,thu1,,,南,面,向,以,天,下,聽,者，,此,義,取,也。,先,王,禮,設,
南面而聽者，道取諸此也。先王制,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0804a3,,,,,,,,,,,,,,,,,,,1175,4074,3612,5807,459,5343,4196,4883,2093,3612,3709,459,5343,5446,□,□,,,𗡶,𗃡,𗫂,𗬫,𘓲,𗳒,𗊬,𗱒,𗓈,𗫂,𗨁,𘓲,𗳒,𗘡,□,□,,,śjij1,pjụ2,tja1,djɨr2,ŋwər2,ŋwu2,kụ2,gieej1,lhwu1,tja1,phju2,ŋwər2,ŋwu2,tśhjɨj1,□,□,
,法,冠,者，,外,青,而,答,朱。,衣,者，,上,青,而,下,□,□,,禮冕，則元表而朱裏，服則元衣而纁裳，位,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0804a4,,,,,,,,,,,,,,,,,,,3612,?,4696,5343,4760,1876,1026,4310,3878,1075,197,｜,★,,,,,,𗫂,?,𗈇,𗳒,𘅞,𗑛,𗷖,𗋕,𗧘,𘈩,𘟂,｜,★,,,,
,tja1,?,ljạ1,ŋwu2,njijr2,zjɨr1,tshwew1,thja1,wo2,lew1,ŋwu2,｜,★,,,,,,者，,?,北,以,面,南,向,其,義,一,也。,｜,★,,,,,則背北而南面，其義一也。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0804a5,,,,,,,,,,,,,,,,,,1724,4521,2942,3415,1086,4633,451,1152,4100,2543,3086,4305,4139,3824,4725,1594,1730,
𘕘,𘑲,𘕂,𗤄,𗸱,𗖸,𗟲,𗹐,𘓟,𘝦,𗴢,𗊢,𗌭,𗩮,𘅰,𗂧,𘂆 ,,tsə1,tśjow1,dźjij1,·jɨr1,no2,ŋwuu1,ŋwuu1,twụ1,dźiej2,dźjɨ̣2,bjuu1,ljɨɨ1,ku1,kjij1,ɣu1,lhjịj2,tsjɨ1,,[子,張],行,問。,子,曰：,「言,忠,信，,行,敬,篤,則；,蠻　貊,,邦,亦,,子張問行。子曰：「言忠信，行篤敬，雖蠻貊之邦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0804a6,,,,,,,,,,,,,,,,,
2942,2422,451,1491,1152,4100,2543,1491,3086,4305,4139,5534,1265,1738,1730,2942,2778,,𘕂,𘃞,𗟲,𗅋,𗹐,𘓟,𘝦,𗅋,𗴢,𗊢,𗌭,𗉔,𗎮,𘂤,𘂆,𘕂,𘏚,,dźjij1,ljɨ1,ŋwuu1,mji1,twụ1,dźiej2,dźjɨ̣2,mji1,bjuu1,ljɨɨ1,ku1,tśjiw1,wjụ2,kha1,tsjɨ1,dźjij1,tjị2,,行,也。,言,不,忠,信，,行,不,敬,篤,則；,州,里,間,亦,行,處,,行矣；言不忠信，行不篤敬，雖州里行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0804a7,,,,,,,,,,,,,,,,,,1567,4616,2117,4724,62,65,195,659,683,597,4724,468,1763,2386,659,4310,4250,,𗁁,𗗂,𘋮,𘅍,𗙼,𗙷,𘟀,𗍊,𗟔,𗍰,𘅍,𘚢,𘕿,𘂬,𗍊,𗋕,𗋸,,wjij2,mo2,·jar1,zjịj1,·ju2,rjir2,ljij2,sju2,ko1,pjọ2,zjịj1,dźiej2,ɣa2,·o1,sju2,thja1,mja1,,有,乎。,立,時；,　前,,見,如。,車,乘,時；,輪,於,倚,如。,其,然,,乎哉？立，則見其參于前也。在輿，則見其倚于衡 也,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0804a8,,,,,,,,,,,,,,,,,,1427,2942,3346,1724,4521,5649,3067,1763,3898,,,,,,,,,,𗅉,𘕂,𗦇,𘕘,𘑲,𗾆,𗇒,𘕿 ,𗣳,,,,,,,,,,nioow1,dźjij1,lew2,tsə1,tśjow1,dźjiw1,śja1,ɣa2,sjịj2,,,,,,,,,,後,行,當」,[子 張],,腰,繩,於,書。,,,,,,,,,
夫然後行。」子張書諸紳 。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0804b1,,,,,,,,,,,,,,,,,,,4972,2097,4139,1152,362,4475,3510,3299,2097,4139,4100,362,4475,3510,3086,3671,,,𘞌,𗑩,𗌭,𗹐,𗸒,𗰛,𗤋,𘉥,𗑩,𗌭,𘓟,𗸒,𗰛,𗤋,𗴢,𗫡,,,źjɨr1,gjii2,ku1,twụ1,su1,dzjịj1,mjij1,dźjaa1,gjii2,ku1,dźiej2,su1,dzjịj1,mjij1,bjuu1,njɨ2,
,實,欲,則；,忠,比,過,無。,當,欲,則；,信,比,過,無。,敬,至,,欲實莫如忠，欲當莫如信，致敬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0804b2,,,,,,,,,,,,,,,,,,,3409,2417,4305,1485,362,4475,3510,451,1152,4100,4139,451,460,2821,2699,1730,,,𗪺,𘃪,𗊢,𗅄,𗸒,𗰛,𗤋,𗟲,𗹐,𘓟,𗌭,𗟲,𘓺,𗯴,𘏋,𘂆,
,ɣie1,dźjwa1,ljɨɨ1,lạ1,su1,dzjịj1,mjij1,ŋwuu1,twụ1,dźiej2,ku1,ŋwuu1,ŋwər1,khju1,sə1,tsjɨ1,,,力,盡，,篤,敦,比,過,無。,言,忠,信,則；,言,天,下,滿,亦；,,盡力莫如敦篤 。言忠信，則言滿天下,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0804b3,,,,,,,,,,,,,,,,,,,4202,3169,3510,2543,3086,4305,4139,2543,460,2821,2699,1730,4688,607,3510,5009,
,𗋈,𘉰,𗤋,𘝦,𗴢,𗊢,𗌭,𘝦,𘓺,𗯴,𘏋,𘂆,𗈄,𗎍,𗤋,𘘦,,,ŋwu2,ŋjạ2,mjij1,dźjɨ̣2,bjuu1,ljɨɨ1,ku1,dźjɨ̣2,ŋwər1,khju1,sə1,tsjɨ1,njɨɨ2,khie1,mjij1,tśhjwo1,,,口,過,無。,行,敬,篤,則；,行,天,下,滿,亦；,怨,惡,無。,故,,無口過；行篤敬，則行滿天下無怨惡 。故,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0804b4,,,,,,,,,,,,,,,,,
,4633,3824,4725,1594,1730,2942,2422,451,1491,1152,4100,2543,1491,3086,4305,4139,,,𗖸,𗩮,𘅰,𗂧,𘂆,𘕂,𘃞,𗟲,𗅋,𗹐,𘓟,𘝦,𗅋,𗴢,𗊢,𗌭,,,ŋwuu1,kjij1,ɣu1,lhjịj2,tsjɨ1,dźjij1,ljɨ1,ŋwuu1,mji1,twụ1,dźiej2,dźjɨ̣2,mji1,bjuu1,ljɨɨ1,ku1,,,曰：,蠻　貊,,邦,亦；,行,也。,言,不,忠,信，,行,不,敬,篤,則；,,曰：「雖蠻貊之邦行矣」。言不忠信行不篤敬，則,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0804b5,,,,,,,,,,,,,,,,,,,2214,5477,5009,4633,5534,1265,1738,1730,2942,2778,1567,4616,4612,2839,595,4584,,,𘌽,𗯜,𘘦,𗖸,𗉔,𗎮,𘂤,𘂆,𘕂,𘏚,𗁁,𗗂,𗖏,𗰂,𗍭,𗕸,,,thjɨ2,lhej2,tśhjwo1,ŋwuu1,tśjiw1,wjụ2,kha1,tsjɨ1,dźjij1,tjị2,wjij2,mo2,njwo2,xwo2,ljow2,tśhjow1,,,此,反。,故,曰：,「州,里,間,亦；,行,處,有,乎」,昔,[河 梁 丈],,,,反此。故曰「雖州里行乎哉」。昔河梁丈,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0804b6,,,,,,,,,,,,,,,,,,,4389,1152,4100,4614,4282,1738,4351,1730,1491,4289,3167,201,729,4100,3671,4614,,,𗕌,𗹐,𘓟,𗖵,𗋽,𘂤,𘃽,𘂆,𗅋,𗋭,𘊇,𗴼,𗝖,𘓟,𗫡,𗖵,,,zjĩ1,twụ1,dźiej2,bju1,zjɨɨr2,kha1,·o2,tsjɨ1,mji1,djị1,śjow1,khjiw2,khej1,dźiej2,njɨ2,bju1,,,[人],忠,信,以,水,中,入,而；,不,溺。,[商 丘 開],,,信,至 ,以,
人以忠信入水而不溺， 商丘開以至信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0804b7,,,,,,,,,,,,,,,,,,,991,1738,4351,1730,1491,261,4243,1738,2245,3306,3086,1574,4618,4904,3510,□,,,𗜏,𘂤,𘃽,𘂆,𗅋,𗄨,𗊱,𘂤,𗭼,𗼈,𗴢,𗁣,𗖣,𗱱,𗤋,□,,,məə1,kha1,·o2,tsjɨ1,mji1,lu2,dzjo2,kha1,swew1,njạ1,bjuu1,dzjɨ1,źier1,tshja2,mjij1,□,
,火,間,入,亦；,不,爇。,詩,中：,「明,神,敬,恭，,責,報,無,□,,入火而不爇 。詩 以「欽恭明神， 宜無恫怨 。」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0804b8,,,,,,,,,,,,,,,,,,,4310,4282,991,3142,3306,1730,1152,4100,3086,4305,5343,3454,5378,2422,?,□,,,𗋕,𗋽,𗜏,𗢛,𗼈,𘂆,𗹐,𘓟,𗴢,𗊢,𗳒,𗦍,𗳢,𘃞,?,□,
,thja1,zjɨɨr2,məə1,·ju1,njạ1,tsjɨ1,twụ1,dźiej2,bjuu1,ljɨɨ1,ŋwu2,---,dźjij-,ljɨ1,?,□,,,其,水,火,鬼,神,猶,忠,信,敬,篤,以,親,可,也。,?,□,,夫以水火鬼神，猶可以忠信篤敬親之，而況,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0805a1,,,,,,,,,,,,,,,,,,,4105,2114,4616,2214,5635,1235,5534,1265,2114,5491,3824,4725,2114,4478,1052,□,
,𘓐,𘋩,𗗂,𘌽,𘔼,𗹝,𗉔,𗎮,𘋩,𗈲,𗩮,𘅰,𘋩,𗰓,𗶷 ,□,,,dzjwo2,do2,mo2,thjɨ2,nioow1,njij1,tśjiw1,wjụ2,do2,khwa1,kjij1,ɣu1,do2,ljọ2,śjɨ1,□,,,人,於 ,乎。,此,因，,近,州,里,於,遠,蠻　貊,,於,何,往,□,,於人乎。此所以近之于州里，遠之于蠻貊，莫適而不,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0805a2,,,,,,,,,,,,,,,,,
,2942,2422,2350,1724,4521,1232,1232,659,2236,3483,4310,2543,1491,1073,925,□,,,𘕂,𘃞,𘍞,𘕘,𘑲,𗁦,𗁦,𗍊,𘋼,𗧯,𗋕,𘝦,𗅋,𗀫,𗝼,□,,,dźjij1,ljɨ1,·io1,tsə1,tśjow1,bjịj1,bjịj1,sju2,kjur2,·jiij1,thja1,dźjɨ̣2,mji1,phoo1,djị2,□,,,行,也。,蓋,[子 張],,嘐　嘐,,如,志,持；,其,行,不,掩。,堂　堂,,,行也。蓋子張持嘐嘐 之志，而其行不掩飾；堂堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0805a3,,,,,,,,,,,,,,,,,,,659,2352,2748,4310,2020,1089,2977,3401,4139,1152,4100,3086,4305,2114,1491,2417,,,𗍊,𘍦,𘎸,𗋕,𗑠,𗸯,𗭍,𗣓,𗌭,𗹐,𘓟,𗴢,𗊢,𘋩,𗅋,𘃪,,,sju2,·jij1,tjạ1,thja1,rjir2,dźjwu1,dźjịj1,gie1,ku1,twụ1,dźiej2,bjuu1,ljɨɨ1,do2,mji1,dźjwa1,,,如,容,飾；,其,與,仁,施，,難,則；,忠,信,敬,篤,於,不,盡,,之容，而難于與為仁，則于忠信篤敬 有所不盡，,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0805a4,,,,,,,,,,,,,,,,,,,4918,2422,5009,5714,1086,2777,1175,2214,659,2117,4724,62,65,195,659,□,,,𘟣,𘃞,𘘦,𗾖,𗸱,𘎪,𗡶,𘌽,𗍊,𘋮,𘅍,𗙼,𗙷,𘟀,𗍊,□,,,dju1,ljɨ1,tśhjwo1,goor1,no2,tshjiij1,śjij1,thjɨ2,sju2,·jar1,zjịj1,·ju2,rjir2,ljij2,sju2,□,,,有,也。,故,孔　子,,說,法,此,如。,立,時，,　前,,見,如,□,
故孔子告之如此：「立則見其參于前，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0805a5,,,,,,,,,,,,,,,,,,,597,468,1763,2386,659,3612,3749,4724,5290,1763,2940,195,659,4979,2020,5087,,,𗍰,𘚢,𘕿,𘂬,𗍊,𗫂,𗶠,𘅍,𗳃,𘕿,𘝗,𘟀,𗍊,𘘥,𗑠,𘙰,,,pjọ2,dźiej2,ɣa2,·o1,sju2,tja1,dzuu2,zjịj1,bjị1,ɣa2,·jiw1,ljij2,sju2,·jɨ2,rjir2,lew2,
,乘,衡,在,有,如；,者，,坐,時，,牆,在,[堯],見,如。,謂；,與,同,,輿則見其倚于衡 」于墙同意。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0805a6,,,,,,,,,,,,,,,,,,,2422,1724,4521,5649,3067,1763,3898,3612,4752,3593,3119,3893,4243,1563,2188,3681,,,𘃞,𘕘,𘑲,𗾆,𗇒,𘕿,𗣳,𗫂,𘅧,𗥡,𗏁,𗧗,𗊱,𗃋,𘕹,𗪨,
,ljɨ1,tsə1,tśjow1,dźjiw1,śja1,ɣa2,sjịj2,tja1,kjwi1,lu2,ŋwə1,tśhjwɨj1,dzjo2,wjijr2,tśhjiw1,miej2,,,也。,[子 張],,腰,繩,在,書,者，,[季 路],,五,慎,詩,抱；,[趙 孟],,,子張書諸紳與季路抱五慎之誡，趙孟 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0805a7,,,,,,,,,,,,,,,,,,,3568,451,1955,4131,1007,1932,1162,1799,2386,4171,1859,119,5017,5666,□,□,
